NO_OF_FRAMES	946
NO_OF_DATA_TYPES	3
FREQUENCY	300
TIME_STAMP	2024-02-02, 15:30:35
DATA_INCLUDED	Position
DATA_TYPES	r_hip_pos_X	r_hip_pos_Y	r_hip_pos_Z


255.353	487.340	1483.473
255.652	487.221	1486.579
255.948	487.096	1489.576
256.241	486.963	1492.460
256.534	486.823	1495.230
256.827	486.676	1497.883
257.123	486.520	1500.415
257.424	486.356	1502.825
257.730	486.184	1505.112
258.045	486.003	1507.272
258.369	485.814	1509.305
258.705	485.616	1511.209
259.052	485.410	1512.983
259.413	485.196	1514.627
259.789	484.973	1516.139
260.180	484.742	1517.520
260.588	484.503	1518.769
261.012	484.257	1519.885
261.454	484.003	1520.870
261.913	483.741	1521.724
262.391	483.473	1522.446
262.886	483.199	1523.038
263.399	482.918	1523.500
263.929	482.633	1523.835
264.476	482.342	1524.042
265.039	482.048	1524.123
265.618	481.750	1524.079
266.210	481.449	1523.913
266.817	481.146	1523.625
267.435	480.842	1523.218
268.065	480.537	1522.693
268.705	480.232	1522.051
269.354	479.928	1521.295
270.010	479.624	1520.425
270.673	479.322	1519.444
271.342	479.022	1518.353
272.015	478.725	1517.154
272.691	478.431	1515.848
273.370	478.140	1514.436
274.050	477.852	1512.919
274.731	477.569	1511.299
275.412	477.289	1509.577
276.092	477.014	1507.753
276.770	476.743	1505.828
277.447	476.477	1503.802
278.121	476.216	1501.677
278.792	475.959	1499.451
279.461	475.708	1497.127
280.126	475.461	1494.702
280.787	475.220	1492.179
281.445	474.984	1489.557
282.098	474.753	1486.835
282.748	474.527	1484.014
283.393	474.306	1481.092
284.034	474.089	1478.070
284.672	473.877	1474.947
285.305	473.670	1471.722
285.934	473.467	1468.395
286.559	473.268	1464.964
287.180	473.072	1461.430
287.798	472.880	1457.791
288.411	472.691	1454.047
289.020	472.505	1450.196
289.625	472.321	1446.239
290.225	472.140	1442.174
290.821	471.962	1438.000
291.411	471.785	1433.718
291.996	471.611	1429.325
292.574	471.439	1424.822
293.146	471.268	1420.207
293.711	471.098	1415.481
294.268	470.930	1410.641
294.816	470.763	1405.689
295.356	470.597	1400.622
295.886	470.432	1395.441
296.406	470.268	1390.145
296.915	470.105	1384.734
297.413	469.943	1379.207
297.897	469.781	1373.564
298.368	469.620	1367.805
298.825	469.459	1361.929
299.267	469.299	1355.935
299.694	469.139	1349.824
300.103	468.980	1343.596
300.496	468.821	1337.250
300.869	468.664	1330.787
301.223	468.507	1324.206
301.558	468.352	1317.508
301.871	468.198	1310.693
302.163	468.047	1303.762
302.432	467.897	1296.714
302.679	467.748	1289.550
302.902	467.601	1282.272
303.101	467.455	1274.880
303.275	467.309	1267.375
303.423	467.164	1259.758
303.545	467.018	1252.030
303.641	466.871	1244.192
303.708	466.722	1236.248
303.746	466.570	1228.197
303.754	466.415	1220.043
303.730	466.256	1211.789
303.671	466.093	1203.437
303.577	465.925	1194.992
303.444	465.751	1186.458
303.271	465.570	1177.842
303.055	465.384	1169.150
302.793	465.190	1160.389
302.485	464.991	1151.568
302.129	464.785	1142.694
301.724	464.573	1133.777
301.267	464.354	1124.825
300.758	464.128	1115.847
300.196	463.895	1106.854
299.579	463.653	1097.855
298.907	463.403	1088.859
298.179	463.145	1079.878
297.394	462.876	1070.923
296.552	462.598	1062.003
295.652	462.310	1053.130
294.693	462.010	1044.317
293.676	461.700	1035.573
292.599	461.379	1026.912
291.463	461.048	1018.343
290.267	460.708	1009.880
289.013	460.360	1001.534
287.701	460.006	993.317
286.331	459.646	985.242
284.905	459.282	977.320
283.425	458.916	969.563
281.893	458.550	961.983
280.311	458.186	954.592
278.685	457.825	947.399
277.018	457.468	940.416
275.314	457.119	933.651
273.579	456.778	927.112
271.820	456.447	920.804
270.042	456.126	914.733
268.249	455.818	908.901
266.447	455.521	903.311
264.640	455.236	897.965
262.832	454.965	892.864
261.027	454.707	888.009
259.230	454.465	883.402
257.445	454.240	879.042
255.675	454.032	874.929
253.924	453.843	871.064
252.196	453.674	867.444
250.493	453.525	864.070
248.820	453.398	860.939
247.178	453.294	858.049
245.572	453.213	855.398
244.003	453.155	852.982
242.475	453.122	850.799
240.991	453.112	848.846
239.552	453.127	847.118
238.160	453.165	845.610
236.817	453.227	844.319
235.525	453.312	843.239
234.283	453.419	842.366
233.094	453.548	841.692
231.956	453.698	841.212
230.869	453.868	840.921
229.833	454.058	840.812
228.846	454.266	840.879
227.907	454.491	841.115
227.012	454.733	841.513
226.159	454.989	842.069
225.347	455.261	842.777
224.573	455.546	843.631
223.835	455.845	844.628
223.132	456.156	845.761
222.461	456.479	847.027
221.821	456.813	848.420
221.210	457.157	849.935
220.627	457.510	851.568
220.070	457.871	853.311
219.538	458.238	855.161
219.030	458.612	857.112
218.544	458.991	859.157
218.080	459.375	861.291
217.637	459.763	863.507
217.213	460.153	865.801
216.806	460.546	868.166
216.418	460.942	870.597
216.045	461.338	873.087
215.688	461.736	875.630
215.345	462.133	878.222
215.017	462.531	880.856
214.702	462.927	883.526
214.401	463.323	886.228
214.113	463.716	888.956
213.838	464.108	891.704
213.576	464.497	894.466
213.328	464.882	897.239
213.092	465.265	900.016
212.870	465.644	902.794
212.662	466.018	905.567
212.468	466.389	908.333
212.289	466.755	911.087
212.125	467.116	913.824
211.976	467.473	916.542
211.842	467.824	919.236
211.723	468.171	921.904
211.620	468.512	924.541
211.533	468.848	927.145
211.461	469.178	929.712
211.405	469.502	932.239
211.363	469.821	934.723
211.337	470.133	937.163
211.325	470.439	939.555
211.327	470.738	941.898
211.344	471.030	944.189
211.374	471.316	946.427
211.417	471.593	948.610
211.473	471.864	950.736
211.541	472.126	952.804
211.621	472.381	954.812
211.712	472.628	956.758
211.813	472.866	958.642
211.924	473.096	960.463
212.044	473.317	962.219
212.173	473.530	963.910
212.308	473.734	965.535
212.450	473.929	967.095
212.598	474.116	968.588
212.751	474.293	970.014
212.907	474.461	971.373
213.066	474.620	972.666
213.226	474.771	973.891
213.388	474.912	975.051
213.549	475.045	976.145
213.708	475.169	977.173
213.865	475.285	978.138
214.019	475.392	979.038
214.168	475.491	979.875
214.312	475.582	980.651
214.450	475.665	981.366
214.581	475.740	982.022
214.704	475.808	982.621
214.818	475.870	983.164
214.923	475.924	983.654
215.018	475.973	984.091
215.103	476.015	984.479
215.177	476.052	984.820
215.239	476.084	985.115
215.289	476.110	985.366
215.328	476.132	985.577
215.354	476.149	985.749
215.367	476.162	985.886
215.368	476.171	985.989
215.356	476.177	986.061
215.331	476.178	986.105
215.293	476.177	986.123
215.243	476.172	986.117
215.182	476.164	986.090
215.108	476.153	986.043
215.023	476.140	985.981
214.927	476.125	985.905
214.821	476.108	985.817
214.705	476.089	985.720
214.580	476.069	985.615
214.447	476.047	985.505
214.307	476.024	985.392
214.161	476.001	985.276
214.009	475.976	985.161
213.853	475.950	985.046
213.693	475.924	984.935
213.531	475.896	984.827
213.368	475.868	984.723
213.203	475.839	984.625
213.040	475.810	984.534
212.877	475.780	984.450
212.717	475.750	984.374
212.560	475.719	984.305
212.407	475.688	984.245
212.259	475.656	984.194
212.116	475.625	984.152
211.980	475.592	984.119
211.852	475.560	984.095
211.731	475.527	984.081
211.618	475.493	984.076
211.515	475.460	984.079
211.422	475.426	984.092
211.338	475.393	984.114
211.265	475.360	984.145
211.203	475.327	984.184
211.152	475.294	984.231
211.112	475.261	984.286
211.084	475.229	984.348
211.067	475.198	984.416
211.062	475.166	984.490
211.069	475.136	984.570
211.087	475.105	984.654
211.115	475.075	984.744
211.155	475.045	984.838
211.206	475.016	984.936
211.267	474.987	985.038
211.339	474.958	985.142
211.420	474.930	985.250
211.511	474.902	985.360
211.611	474.874	985.473
211.719	474.847	985.588
211.836	474.820	985.704
211.960	474.794	985.821
212.092	474.767	985.939
212.230	474.741	986.058
212.375	474.716	986.177
212.525	474.690	986.295
212.680	474.665	986.414
212.841	474.640	986.531
213.005	474.615	986.647
213.174	474.590	986.762
213.347	474.565	986.875
213.522	474.540	986.986
213.701	474.514	987.096
